professor,projeto,resumo
PATRICIA AUGUSTIN JAQUES MAILLARD,Aprendizagem de programação por pares IA-Humano: Explorando o Potencial do ChatGPT para a aprendizagem de Programação,"A aprendizagem de programação desenvolve competências cada vez mais requeridas em diversas disciplinas e campos profissionais. Contudo, a complexidade intrínseca da programação e os desafios associados ao seu ensino e aprendizagem impõem a necessidade de explorar métodos inovadores que possam aprimorar a experiência educativa e facilitar a aquisição de habilidades e competências desta área. Neste contexto, este projeto de pesquisa é motivado pela perspectiva de que a Inteligência Artificial (IA) pode complementar efetivamente os métodos de ensino convencionais, atuando como um recurso adicional para o aprendizado autodirigido. Baseamos nossa proposta na evolução recente de IA Generativa baseada em LLMs, como o ChatGPT, cujo potencial para aprimorar a educação em programação ainda permanece subexplorado. Nosso objetivo central é responder à seguinte questão: ""De que forma os estudantes utilizam e se beneficiam do ChatGPT para aprimorar suas habilidades de programação?"". Buscamos, assim, avaliar a eficácia do ChatGPT no auxílio aos estudantes de Ciência da Computação, no sentido de prover suporte para a resolução de problemas e orientações sobre conceitos e práticas de programação. Para alcançar este objetivo, adotaremos uma abordagem de pesquisa mista, unindo técnicas qualitativas e quantitativas. Propomos um estudo experimental, em que monitoraremos os estudantes interagindo com o ChatGPT durante as tarefas de programação. As sessões serão gravadas, dados de interação coletados e, posteriormente, os estudantes serão entrevistados para coleta de impressões e feedback. Com este projeto, almejamos enriquecer o campo da educação em programação, oferecendo insights sobre potencial de modelos de linguagem de grande escala como o ChatGPT."
PATRICIA AUGUSTIN JAQUES MAILLARD,"“Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades”","“Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades”"
PATRICIA AUGUSTIN JAQUES MAILLARD,"“Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades”",Pesquisa
PATRICIA AUGUSTIN JAQUES MAILLARD,"“Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades”",03/07/2023 - 30/09/2025
PATRICIA AUGUSTIN JAQUES MAILLARD,"“Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades”",Faculdade de Arquitetura e Urbanismo
PATRICIA AUGUSTIN JAQUES MAILLARD,"“Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades”",ANTONIO CESAR SILVEIRA BAPTISTA DA SILVA
PATRICIA AUGUSTIN JAQUES MAILLARD,"“Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades”",Engenharias
PATRICIA AUGUSTIN JAQUES MAILLARD,"“Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades”","Projeto “Validação de sistema de gamificação, gestão e automação na nuvem para eficiência energética de edificações públicas com foco inicial em universidades” que visa identificar o impacto da gamificação de eficiência energética nos usuários, na economia de energia e no Desempenho Energético Operacional (DEO) do edifício, com um produto em grau de maturidade que supera as maiores dificuldades para o desenvolvimento de tecnologias inovadoras.
A interferência positiva do usuário, que venha a favorecer conforto e/ou economizar de energia, pode ser influenciada não só por uma preferência pessoal, mas por um compromisso ou meta estimulada por um processo de “gamificação”. Este processo também se aplica, e ainda com mais propriedade, em edificações não automatizadas, eficientes ou não. Processos de “gamificação” conduzem os usuários a atingir determinadas metas de forma voluntária, comparando sua performance ou resultados com os demais, com ou sem premiação vinculada.
O Programa de Bom Uso Energético - Proben|UFPel (MMA, 2017) desenvolveu um sistema de premiação financeira das Unidades que economizam energia, no qual um percentual retorna para a Unidade em função do percentual economizado. Quanto maior o percentual economizado, maior o percentual de retorno. Apesar da redistribuição destes recursos, oriundos da economia de energia obtida, o engajamento ainda fica aquém do que poderia ser.
E se fosse possível, vincular uma premiação ao usuário por tomar atitudes positivas? Que impacto teríamos nas contas públicas de energia?
Cremos ser possível criar um sistema que estimule os servidores públicos a adotarem posturas de sustentabilidade através de técnicas de “gamificação” e é disso que trata este projeto.
Espera-se através deste contribuir com uma gestão mais efetiva e uma consequente redução do consumo energético da edificação através de sistemas de medição e verificação, que visam gerar mudanças de conduta nos usuários, por intermédio de sistemas implementados de gamificação, levando a uma consciência mais sustentável em relação a utilização e interação com o ambiente construído.
Esta proposta de trabalho se refere ao desenvolvimento de ações do Programa Nacional de Conservação de Energia Elétrica – PROCEL e integra o Plano Anual de Aplicação de Recursos PROCEL PAR/2022-2023, que foi aprovado em reunião realizada pelo Comitê Gestor de Eficiência Energética – CGEE em 09 de março de 2022."
PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social
PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social,Extensão
PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social,01/03/2023 - 01/03/2025
PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social,Centro de Desenvolvimento Tecnológico
PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social,TATIANA AIRES TAVARES
PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social,Ciências Exatas e da Terra
PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social,Tecnologia e Produção / Educação
PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social,Desenvolvimento tecnológico
PATRICIA AUGUSTIN JAQUES MAILLARD,TRANSFORMA: Ações Afirmativas envolvendo Tecnologias Digitais para Inovação Social,"Este projeto visa fomentar e multiplicar ativos criativos para a prática de Inovação Social. A estratégia é articular conhecimento técnico e o expertise da área de Computação com problemas do nosso cotidiano para estabelecer parcerias entre a academia, as instituições e a comunidade. Esta proposta de trabalho parte da perspectiva que compreende a inovação social e suas múltiplas dimensões: a natureza, os estímulos, os recursos e dinâmicas, os agentes e os meios inovadores e criativos. Dessa forma, será possível fomentar a manifestação de diversos tipos de inovação, como  produtos, serviços, processos ou tecnologias que emergem da interação com a comunidade e para a comunidade. Para sistematizar as ações deste projeto de extensão estão previstas oficinas, treinamentos, seminários e reflexões visando buscar a construção coletiva de experiências que enfatizem a importância da multidisciplinaridade para o desenvolvimento do conhecimento. Dessa forma, o projeto tornar-se-á um ativo para os cursos envolvidos, oportunizando caminhos para os estudantes explorarem o processo de ensino-aprendizagem que promovam protagonismo neste processo. Portanto, dinâmicas integrativas que fomentem o sentimento de união e acolhimento também serão alvo do projeto.
 Este projeto também favorece a articulação das disciplinas dos cursos de graduação, necessidades de pesquisa às atividades de extensão. Fato que corrobora com a primeira diretriz do Plano Nacional de Extensão que diz respeito à indissociabilidade entre ensino, pesquisa e extensão.
Um exemplo de disciplina que poderá ser favorecida com o presente projeto de extensão é a disciplina de Interação Humano Computador (presente nas estruturas curriculares dos cursos de graduação em Ciência da Computação e Engenharia de Computação). Faz parte das preocupações da disciplina estimular os alunos a contribuírem na solução de problemas reais através da perspectiva do Design da Interação. Fato essencial para o processo de formação de pessoas.  Além de abrir novos e reais contextos de atuação para a disciplina, ações deste projeto de extensão podem potencializar a perspectiva da comunidade, fomentar parcerias e possibilitar a realização de experimentos e pesquisas qualitativas. Dessa forma, contribuindo efetivamente para geração de conhecimento técnico e científico. Essa relação de disciplinas curriculares com ações extensionistas configuram uma grande oportunidade para que o estudante seja o protagonista de sua formação, dando mais responsabilidade, sentido e estímulo para buscar suas próprias soluções."
PATRÍCIA SILVA DIAZ,Produção de glitter biodegradável a base de poli(3-hidroxibutirato),Produção de glitter biodegradável a base de poli(3-hidroxibutirato)
PATRÍCIA SILVA DIAZ,Produção de glitter biodegradável a base de poli(3-hidroxibutirato),PESQUISA
PATRÍCIA SILVA DIAZ,Produção de glitter biodegradável a base de poli(3-hidroxibutirato),01/10/2018 - 31/08/2022
PATRÍCIA SILVA DIAZ,Produção de glitter biodegradável a base de poli(3-hidroxibutirato),Centro de Desenvolvimento Tecnológico
PATRÍCIA SILVA DIAZ,Produção de glitter biodegradável a base de poli(3-hidroxibutirato),PATRÍCIA SILVA DIAZ
PATRÍCIA SILVA DIAZ,Produção de glitter biodegradável a base de poli(3-hidroxibutirato),Ciências Biológicas - Microbiologia - Microbiologia Industrial e de Fermentação
PATRÍCIA SILVA DIAZ,Produção de glitter biodegradável a base de poli(3-hidroxibutirato),"Materiais plásticos fornecem uma gama de usos extremamente variados, por possuírem propriedades físicas atrativas à confecção de produtos comerciais. Devido sua durabilidade e relativo baixo custo de produção, podem ser encontrados em diversos setores industriais. Por apresentarem uma durabilidade notável, podem representar um risco em potencial para os ecossistemas naturais, em razão de seu acúmulo ambiental proveniente do descarte inadequado, especialmente os plásticos microfragmentados. Os microplásticos são partículas fragmentadas que medem menos de 5 mm e podem ser oriundos da ação do intemperismo físico sobre o material descartado ou podem ser gerados industrialmente. Exemplos do uso desse tipo de plástico fragmentado s]ao os utilizados na indústria cosmética por exemplo em esfoliantes, pasta dental e na produção de glitter para imprimir brilho. O glitter é utilizado em produtos de maquiagem como em sombras para os olhos e batons, em loções para o corpo, em géis de cabelo, em esmaltes e etc. O glitter é produzido utilizando-se papel alumínio depositado sobre um material plástico ou pode consistir em várias camadas de plástico para obtenção de folhas. O glitter convencional tem tamanhos variando entre 50 μm e 6250 μm, sendo os tamanhos mais utilizados em cosméticos os de 100 μm e 200 μm, sendo invisíveis a olho nú, e visível somente o brilho refletido por estes. Estando dentro da margem de tamanho de microplásticos, o glitter pode oferecer um risco incalculável no momento de seu descarte, uma vez que seu uso é extremamente generalizado. Na confecção do glitter, são utilizados matrizes poliméricas como o poliéster e o policloreto de vinila (PVC), plásticos de origem petroquímica e que possuem o tempo de degradação extremamente elevado se comparado com plásticos biodegradáveis. Em decorrência do grande acúmulo desses tipos de materiais plásticos em ecossistemas marinhos, devido a essa taxa de degradação lenta, a poluição de corpos d’água vêm crescendo significativamente, sendo relatadas a presença de tais detritos na superfície do mar, em linhas costeiras e no fundo do mar. Uma vez no ecossistema marinho, microplásticos podem entrar nos níveis tróficos da cadeia alimentar pela ingestão de partículas livres, representando um problema não só para os seres aquáticos quanto para qualquer tipo de espécie. Assim, a utilização de um plástico biodegradável na formulação de glitter de utilização cosmética se mostra como um campo promissor, que tem seu desenvolvi"
